特征一实部,特征一虚部,特征二,特征三,特征四四部,特征四虚部
16061,24517,836,11,757,17139
20533,20628,838,4,20056,20425
-7703,17942,719,13,-4626,-7943
21986,17846,844,10,22025,17457
29146,7882,722,3,-5967,-8523
28685,10380,703,3,13352,-15275
10278,17337,744,10,12737,21653
24165,-6873,714,9,-1078,-11901
12086,11758,708,0,12657,22405
22801,122,718,8,-2881,12648
27781,-79,835,0,-5822,3988
3098,-1796,720,11,-3019,10229
19426,23946,836,13,-5899,4799
26088,697,718,8,-7303,8997
27531,13649,711,2,11802,-13589
24713,-1754,719,8,-6561,13980
13465,20374,828,4,11579,18153
20612,22332,841,13,10650,18297
7101,-12090,843,1,-4022,-6070
29036,1354,831,0,-5522,-3364
9611,17229,832,1,10683,19051
-3936,2988,735,9,-3071,17169
28814,5577,715,10,7667,-13739
27732,925,718,10,-7515,-3481
16578,23059,844,9,8186,18260
10372,25768,826,5,-313,-6762
5250,20914,748,15,3915,5616
28411,8640,704,4,17194,-11591
25184,1867,715,6,-470,-894
24419,562,748,1,643,19563
8650,24191,731,15,2735,19692
28066,11990,723,2,-7057,-2944
-1399,19721,845,4,-5922,731
27074,3414,720,8,-5788,1988
-2587,13206,835,8,-1976,663
29249,7220,720,3,-9317,-5710
13766,19882,707,14,13766,19882
12057,21035,741,6,14599,22822
15802,23139,736,13,14285,22510
19374,-6590,720,6,-6209,14686
5466,26645,746,15,-10352,11512
7424,-10157,725,5,-8138,6239
25277,7364,719,2,2010,17806
16779,-3981,719,9,-112,1128
-8757,-6487,719,14,-8757,-6487
9730,2659,727,6,4227,18521
2600,-14822,706,14,2600,-14822
28044,12092,715,2,-6452,-6375
6801,20225,745,12,6801,20225
11069,22870,736,13,7525,19274
28400,12433,738,2,-1689,-11463
27924,12552,711,2,-2056,-11212
25103,-3722,740,10,-8783,5291
10423,25739,739,13,3522,23491
8907,-2653,849,0,8137,22821
26631,6446,738,1,-983,6450
27934,-668,730,6,-10475,-1276
148,-8878,738,11,-8194,3676
4634,22788,741,13,-1539,9731
5737,25426,736,15,-6153,12887
14379,20961,744,4,16209,22434
14766,24009,840,4,11617,23585
-4654,-7683,843,3,-4654,-7683
27437,13823,708,2,14310,-13077
13802,3411,741,9,7402,7229
-3657,-6875,716,14,-3657,-6875
9910,19524,730,5,11405,21537
17843,21744,827,11,13588,18331
23938,2193,723,6,879,2702
566,-7450,741,5,-7622,7162
28337,12560,736,2,-20,-12403
-7522,17245,717,13,-3612,-7523
-4883,14924,739,14,-5726,9398
3912,22803,731,15,-2461,11039
28390,-585,827,2,2013,-10313
4907,9960,845,3,4907,9960
8083,-9085,718,9,-7303,8997
27016,13780,708,0,3507,-7017
6207,23664,725,13,480,18230
18467,23542,825,15,6469,3078
26964,-1442,842,0,-5721,9500
13397,21767,717,9,14441,22562
21968,6730,734,2,7203,18930
21647,20431,833,13,19806,18686
22711,-3984,728,8,-3924,18457
27856,-1589,845,0,-8312,9605
29048,6322,709,8,-375,-13780
20419,23570,846,15,-8071,9406
28637,7320,730,1,-9038,5500
28440,7258,719,3,-5469,-3486
17586,527,726,9,5486,3165
28850,3406,709,10,-1195,-12891
5631,-1634,720,12,1642,1332
13435,25927,828,12,3765,-12518
15944,-12216,726,5,-8679,-3094
1732,14603,722,15,7528,2169
15051,18017,726,10,15237,20260
9873,6859,736,4,7525,19274
14369,-12262,721,11,-6821,-4628
28902,4014,710,6,4236,-14601
12790,24353,842,6,5308,21511
14468,24339,835,9,1597,15829
23810,-7875,726,5,727,-13238
15584,24423,844,9,1739,17913
-6790,881,732,11,-5186,17793
22406,20082,848,13,20679,18686
29225,5979,734,3,-7501,-4574
13427,24772,825,5,-997,10804
26676,6639,729,3,-1115,4803
3433,23736,848,10,-7051,4882
2866,24172,708,13,-4280,16981
-635,-9026,743,7,-7785,1691
28035,12400,731,0,-9455,5719
4770,4962,729,7,2203,12457
7266,24254,842,6,-3975,12240
21880,20711,830,11,21010,20367
20057,21541,827,11,17741,20577
10570,5237,826,1,8303,8105
14689,8919,710,0,11280,21867
23928,5113,746,8,4960,5704
27927,5579,724,1,-7266,10848
4561,26702,748,15,-11951,7624
27379,4660,713,8,-3325,-2931
-10569,5147,739,12,-10569,5147
27512,-54,738,4,-8770,711
-6282,20898,726,13,-8919,-5175
15805,24479,836,9,3457,20203
2598,25552,735,15,-9913,3608
14333,-11935,720,5,-8351,-1765
9075,17123,712,10,11549,21938
-7527,12563,849,3,-7527,12563
22898,20329,845,14,21752,20113
24876,3689,727,1,-569,16110
120,20842,705,15,-3266,5848
15264,-7348,714,9,-4621,1454
-344,-12969,740,5,-12072,5155
26575,5447,725,1,-3550,11763
20052,20221,836,1,20265,20349
13026,20132,829,8,11663,18592
8373,18088,726,6,12010,22703
10349,17639,744,6,12737,21653
14933,24611,835,5,-592,14262
25526,-854,742,3,-3265,17785
21152,-4846,738,6,-5821,8714
13370,22125,730,12,13746,22404
23529,538,722,6,-1870,4160
22236,-3238,748,8,-3288,16123
13399,22148,846,6,8795,18288
10136,21881,840,8,7153,19710
-1370,12202,735,5,1293,19362
22507,20607,846,14,20744,20382
851,24394,737,13,-8440,2990
-582,23118,833,6,-6276,-5526
20844,20695,826,4,20501,20544
7524,-1538,731,11,-415,8066
12099,21283,713,9,13332,22421
18958,2755,734,1,4668,18246
28340,9919,711,1,1045,-10849
23624,3089,824,2,10050,2635
-2131,-5087,721,9,-5574,17039
12696,18592,842,1,13494,19668
17939,-3776,708,9,1062,-1134
7947,23358,846,3,7947,23358
7523,-7975,711,5,-6146,5699
28859,3259,732,8,-11110,1744
27928,8709,744,2,-3448,15011
17882,21891,836,11,12679,18065
24336,-1693,824,0,-1946,11602
12841,25903,834,7,-2673,-6311
17297,-550,845,2,4496,12705
11795,21545,707,7,12612,22312
25824,-1269,747,8,-6890,11606
24608,3450,736,8,1115,4580
14310,16893,712,8,14131,20008
9330,13325,719,7,8809,16317
-7836,11908,703,13,2629,-8052
7878,23961,832,10,-799,16335
20198,19338,833,6,19806,18686
11810,25685,747,13,5827,24370
-3543,22847,733,13,-11151,1345
12153,22953,705,13,10552,21699
6124,22803,726,13,1480,17016
24695,49,718,4,-5527,7615
24320,5396,739,8,5422,4081
9101,15581,722,12,9057,16742
13664,22063,724,11,14478,22637
20974,20716,838,6,20186,20534
15052,24167,842,5,828,12344
17765,-5779,740,6,-4358,12930
17115,4130,740,2,9919,22243
21880,21668,849,13,16152,21164
20401,22798,845,15,4496,12705
18871,22146,829,5,14839,20636
13616,22408,730,12,13993,22653
8205,-11062,727,11,-8126,2953
19541,20682,829,3,19541,20682
18856,-3684,746,6,-2554,11436
13807,25184,825,12,2320,-4203
-1798,-10822,726,12,-9101,-3877
14448,19431,719,7,14662,20167
11764,-11077,732,9,-9019,7164
3151,-8742,731,5,-7727,10695
-219,4883,726,11,-756,15754
27330,11153,745,0,-1084,9909
8375,4177,828,8,13878,659
25965,954,712,4,-6767,3521
20944,22661,843,15,7858,20222
2320,20848,837,10,-1974,2646
24169,-3033,712,4,-8034,11758
-3064,22465,730,13,-9927,1660
14925,25436,848,11,-7051,4882
4711,-12896,725,7,-10390,2608
1405,21829,842,10,-4421,383
16368,24339,829,12,565,13306
18954,22119,830,5,14953,20682
29357,2978,745,3,-11561,10092
-1097,4680,718,11,-1335,15891
11900,25767,826,11,-3116,-3086
1967,8676,724,11,2184,16733
-4411,-873,841,3,-4411,-873
23952,-7741,717,9,-3474,-11434
4085,-15584,712,14,4085,-15584
2297,20747,826,6,-1094,1254
20232,18465,842,1,20357,18696
-3286,18489,736,12,-3286,18489
12147,12512,713,0,13332,22421
8436,-12908,742,9,-9746,3476
27964,11171,724,0,-7638,13169
7744,20982,747,12,7744,20982
15478,23343,830,14,8964,3909
15976,-4429,715,11,2880,-1898
4579,-10064,829,3,4579,-10064
5428,13639,735,6,9064,21847
-7045,5604,715,12,-7259,11565
6951,24175,841,6,-4173,11583
4107,-10761,831,1,-5522,-3364
-7112,10922,746,12,-7112,10922
21782,20046,842,3,21782,20046
6946,21639,832,10,1153,11709
26670,-2137,747,4,-9821,7795
21081,21261,839,11,19072,20732
4650,16562,827,3,4650,16562
-1532,-7938,737,7,-8052,2787
20184,-5247,740,10,-5203,11878
18648,23923,838,12,5465,22366
10364,1618,827,3,10364,1618
20071,20789,830,8,19608,20681
6780,16274,846,3,6780,16274
12749,-30,743,8,3909,19436
8549,-3829,730,9,-2531,10500
2516,-660,724,9,-1889,15260
1991,-3937,731,10,3038,23567
6750,21433,704,15,3994,15700
-1171,12738,832,3,-1171,12738
6806,18031,843,6,6543,5210
262,16914,729,14,262,16914
-90,6215,728,11,53,16571
12019,3746,712,10,4486,16766
-2971,3561,711,14,-2971,3561
15874,15,835,0,6325,18143
16187,-2148,726,10,-318,15878
9707,22783,840,1,11617,23585
27532,-1594,726,6,-11455,1499
26190,13641,718,0,8567,158
9627,4673,745,7,6934,8087
-7312,3040,727,11,-4584,18530
9142,-5747,707,7,-1923,1346
14280,19834,848,3,14280,19834
13212,97,722,6,1849,16152
1049,11254,716,12,1003,14268
11484,24198,834,5,3726,-1275
24175,2479,721,6,1366,1778
11584,18463,717,1,14441,22562
-7222,-2020,733,12,-9883,6065
4317,23257,846,6,-4833,3607
5046,22928,841,8,-635,18315
15805,25358,828,14,-3548,-4586
4729,23388,824,6,-4436,8538
26340,10498,710,0,-1353,12658
4152,-14541,748,9,-11951,7624
17543,21703,838,9,12913,18228
28111,12601,731,0,-10743,2389
14601,22166,734,5,15244,22514
15906,21970,847,10,12962,20396
29065,4039,744,3,-10085,5959
16646,19537,708,13,16807,18935
26186,5583,839,0,11224,1994
9955,8204,747,8,9206,20384
-5594,9835,826,4,4131,-8829
19714,23687,839,15,-1811,4496
27595,3627,724,3,-7266,10848
13361,-9420,741,6,-4429,17923
-3777,8311,849,1,-2118,16185
-4605,-1831,737,9,-5748,15882
-444,-11656,736,11,-10317,2305
-6717,-9047,743,11,-12026,8069
-11315,9959,740,14,-10527,1013
-6191,9445,741,7,-3864,16814
10291,-3474,739,9,-236,5255
7909,4844,704,10,4654,19095
6751,2665,747,10,4698,20011
14894,9094,726,8,9493,17215
14471,24393,832,12,4389,-2072
12756,8680,740,0,13323,22775
21531,-6168,708,9,-585,-7435
28009,6291,743,2,-866,20996
18716,1329,725,6,1985,11136
21891,19999,844,3,21891,19999
27984,11880,714,2,-6617,-4432
12390,83,849,2,5920,17056
22145,17645,849,8,22165,17415
27266,-102,831,0,-4583,4395
5184,-3516,742,9,-2852,9397
26443,12616,723,0,2646,4455
17385,24297,830,12,2467,19164
14808,22725,729,14,14808,22725
4643,14554,830,4,5644,4762
28316,483,748,4,-9790,72
21648,986,709,8,-1442,12217
12612,-5711,707,5,-1923,1346
-4257,22222,729,13,-10446,-879
21904,21323,837,13,18616,20552
15512,22530,748,14,15171,22341
-10555,16379,712,13,-3339,-12011
11586,25689,832,11,414,-6197
25601,8578,710,8,11146,-730
28407,11918,729,2,-10235,-2346
15941,8277,713,8,8415,15477
21910,2968,718,3,1270,14934
379,6351,706,12,-812,9843
28669,7750,717,8,6722,-13195
27630,13133,708,2,4748,-13207
11420,24374,742,15,5691,20883
15446,25183,830,14,1617,-6922
28384,7415,713,1,-9008,1714
10662,20469,718,9,12310,22193
19527,-2328,726,10,-2409,13233
9500,25571,833,9,-179,-7074
-7034,19319,732,13,-5403,-8235
28636,1105,728,4,-12523,2281
10521,-72,735,10,2195,17149
6124,16818,839,4,4903,7921
4064,25155,736,15,-7455,7738
17313,18564,716,7,17123,18937
20885,2471,716,10,2123,7895
28323,537,736,6,-2318,-9918
28878,7094,710,8,4054,-14398
15087,23152,833,9,6500,15981
21421,22584,844,13,12470,23664
10042,19975,729,7,11251,21476
25765,-281,726,8,-6957,12139
-9060,-1282,727,14,-9060,-1282
19652,5016,705,1,4104,15914
6048,15293,833,10,8490,4613
18105,23457,835,14,5264,16142
26339,-4618,748,4,-10960,12558
23746,-6893,720,5,3096,-12736
14082,25838,830,12,1428,-11253
3299,18599,827,8,313,12404
28460,11388,746,0,-8689,10234
28918,9039,723,1,-7251,-7245
4672,11960,825,10,10826,1267
23719,-4596,741,8,-6132,16583
18062,23125,839,12,7361,17282
-6038,13443,833,4,-76,-8555
4012,21652,716,13,-93,13840
8755,26321,824,9,-2708,-8550
-5755,-4929,739,7,-9371,7020
29134,8050,732,1,-11671,2322
9359,26076,831,5,5405,-12388
25863,159,713,4,-7343,5329
20829,19176,844,10,20476,18683
19171,-1939,748,4,-706,14426
202,25150,737,15,-8710,-3693
9841,26699,833,11,6236,-14387
27669,6823,703,3,-3800,-2801
28460,1309,734,8,-10558,366
11300,12063,723,1,11945,21528
19658,2633,720,3,2970,16897
5706,5602,742,9,3198,13467
6594,20058,744,12,6594,20058
11626,-13120,703,12,3475,-13074
-2441,19828,748,7,1468,23006
14671,4380,841,0,10088,18012
8539,25598,830,9,2033,-9314
8036,16434,843,6,9452,5777
15703,25644,827,14,-4630,-6370
28356,10621,707,1,6283,-13915
14305,8208,707,6,8111,14607
2811,8927,845,1,2879,14144
6361,26340,831,9,8087,-14689
3861,506,834,1,362,6461
16084,23318,832,7,6644,15443
27773,6106,717,3,-5718,1884
27230,6586,720,3,-2905,2472
7691,14238,847,4,9035,6625
3141,12246,730,5,4807,19186
7457,13047,827,1,7782,15816
28202,12397,721,2,-5193,-9255
11639,10154,735,0,13929,22741
16522,22304,844,14,11803,6209
9393,21895,708,14,9393,21895
27260,14344,715,0,9962,-13522
23318,-2638,832,2,-714,3686
24745,6287,716,10,9051,221
26782,6399,734,1,-1339,6127
10913,22042,838,4,6907,18792
21887,20715,841,7,20617,20264
28361,942,735,4,-8091,-4227
-2927,20466,713,15,-4459,-1018
21964,21345,834,15,18663,20748
20958,4792,741,10,7402,7229
6318,17163,734,11,7469,19539
-5979,-7850,720,14,-5979,-7850
11949,24406,842,4,6744,22930
29253,5433,708,10,8404,-16027
22351,20453,841,9,21650,20185
24668,2631,826,0,4596,5794
-186,16833,729,14,-186,16833
-5402,6672,720,9,-538,21301
28641,7135,703,6,17377,-11761
9794,4387,845,1,7271,7733
28768,8337,716,3,-2338,-9945
-3850,15189,746,12,-3850,15189
17894,22585,842,7,10225,18148
11200,21240,841,4,7683,17702
10247,21502,723,7,11614,22597
1523,24078,714,15,-7588,10856
13975,23312,830,14,14249,143
28428,12228,734,0,-10988,-830
19540,23720,824,13,900,18909
9243,26226,827,5,3880,-12421
21257,-3699,837,0,1034,17488
2181,-12140,709,14,2181,-12140
-6308,749,727,12,-8118,7759
23341,-8377,707,7,7718,-14748
14469,22127,724,11,15179,22576
21344,-2372,741,10,-2891,8821
11944,21708,709,7,12771,22429
4527,-4827,727,7,-4049,6796
8728,17859,828,6,8173,8572
6249,22830,744,15,520,9616
1566,-9799,740,5,-8942,5212
1,-9055,735,7,-7614,1057
8382,25464,829,9,2497,-9029
17202,18767,716,12,17123,18937
28849,6478,707,4,6696,-14607
17161,24766,838,14,-5385,4835
5258,22034,744,13,520,9616
25846,4432,744,1,-1186,12772
2563,4258,708,5,170,14384
21731,1106,747,1,3170,19549
28696,8764,715,1,-6452,-6375
5863,11222,735,4,9064,21847
24287,-2747,717,6,-7644,5821
8962,-2494,731,11,-314,6479
5150,22625,748,13,-679,9528
10195,-4812,709,5,-2406,4147
6583,23679,747,15,-988,10787
3590,25664,738,15,-9391,6153
-5039,19833,837,6,2514,-13214
28763,7670,723,3,-4851,-5431
24803,2913,704,4,-1292,1432
24570,-6761,716,9,-870,-12498
12041,18436,748,3,15171,22341
21410,-2613,736,6,-3095,6776
9715,25681,828,5,3207,-9429
10298,25611,826,5,874,-6219
6807,25498,848,6,-7800,11786
1613,11868,708,12,1620,14647
20734,20434,839,8,20491,20295
24424,-2285,835,2,-1118,2024
29096,8242,730,1,-10724,-595
28389,914,734,6,-828,-10895
15578,23475,828,11,6005,15829
21975,-4790,725,10,-6275,13581
14021,23600,826,12,7612,2064
24391,-7161,706,11,7935,-14820
18357,23750,840,14,2991,16906
16142,25138,829,14,-4350,-840
2269,10013,714,7,2491,16415
25936,-5852,714,9,1875,-14967
13488,20778,728,4,15560,22570
27439,13659,704,2,10464,-14576
-637,22706,712,13,-7852,9456
17141,23363,846,9,8619,20180
27656,11602,717,2,-4937,-183
11220,20899,719,5,12434,22164
1984,6200,729,9,2020,18035
11088,25974,831,11,1373,-9567
24484,5606,722,10,7218,1249
18540,22729,835,15,12992,4940
20531,23097,839,15,4997,19707
4859,-3437,704,5,-3642,9125
20530,1190,834,0,5226,13096
-5729,5059,733,12,-6217,11288
9782,-4574,721,5,-2363,5578
18553,23923,845,7,7662,23265
23242,1747,726,10,-109,5717
6253,20674,838,8,2560,16206
12239,20514,748,8,15312,22849
11191,22222,724,12,11769,22638
8017,631,706,9,386,10666
20414,3231,721,1,3717,18195
-5931,-2723,720,14,-5931,-2723
27688,4084,720,1,-6795,14876
7330,23770,848,8,1919,20724
8509,-12758,742,9,-9670,3369
26037,6310,738,2,2578,19055
19707,23723,838,13,-4615,9550
12575,-10759,828,1,2583,-8863
2455,20904,742,14,750,18587
19021,23702,828,14,8772,22851
29213,4926,718,4,-2246,-12964
28635,8136,714,8,9279,-13515
27221,11269,733,0,-2203,12076
10867,-7708,722,9,-5821,6997
27970,10917,738,0,-5503,10613
28969,5203,738,3,-8770,711
28393,1057,719,10,-8923,-5117
1240,-5520,846,1,-4895,3383
10922,21130,703,5,12034,22287
25911,10485,713,1,9070,518
19880,1955,722,10,1935,10080
20770,21238,824,5,19144,20764
-5949,17375,832,4,-5651,-6425
29225,2882,735,8,-8817,-6256
17938,24453,824,13,2820,-4634
8200,9834,741,6,8364,19728
20344,19715,834,0,21208,20339
28633,7838,704,10,18422,-11103
22518,20567,837,14,21477,20198
26690,11578,743,0,2524,8463
-5886,-4952,847,3,-5886,-4952
18626,23271,837,15,12298,577
5017,25365,849,10,-9093,10545
27795,466,716,6,-7045,-5528
-5342,-8532,715,14,-5342,-8532
7742,22435,824,3,7742,22435
16379,20141,745,12,16379,20141
3975,17340,730,12,4807,19186
14705,22053,734,5,15263,22418
24028,1961,745,8,-690,8162
13181,23748,839,9,2181,8511
122,1731,723,14,122,1731
15734,22364,743,7,16104,22524
16483,23215,838,14,7856,5874
-2024,18423,703,15,-1005,899
28241,11961,726,2,-8639,-2180
-3768,20150,835,6,840,-11059
20320,23364,834,15,2568,20181
10359,26293,830,9,-6232,-3948
15932,23376,830,7,6103,15283
14335,4426,727,3,7125,19808
9290,4636,713,8,6157,20457
-3475,8624,713,12,-3492,13006
26615,6461,828,0,13878,659
4847,26161,748,15,-9996,8393
9796,22972,736,13,5411,18125
4920,16537,830,4,4231,7279
21987,-4477,726,10,-6247,13443
28776,8812,713,3,656,-12270
11088,13053,709,2,12771,22429
27842,10800,718,0,-6804,13397
9687,25699,824,11,5470,-9484
27987,13048,726,0,-9041,-4566
8588,-5632,711,11,-2971,3561
20301,20029,825,11,19331,18619
4895,12118,715,5,5355,17915
28094,2966,709,6,431,-10699
10368,25810,837,9,-2663,-6125
28826,10665,744,2,-10240,4830
20016,4965,739,0,9744,22170
27791,11920,738,0,-3258,3693
-8871,9432,745,12,-8871,9432
28120,12095,726,2,-6136,-3364
17321,22634,836,5,10494,18682
3997,20644,848,1,6989,22910
12246,19620,735,3,15126,22592
8864,19162,845,3,8864,19162
-560,-7005,724,5,-7638,13169
26822,991,722,4,-7893,3884
28768,7867,705,8,8482,-15231
12320,-2118,744,4,1880,18874
-5702,11176,703,13,4261,-5715
28441,10838,710,3,15257,-13334
21501,20221,845,8,21301,20107
29239,6516,731,3,-10908,768
20926,22534,845,15,8864,19162
15584,19,717,10,1137,14606
3966,21975,743,13,-615,7192
20588,23235,849,13,-2118,16185
17832,18611,730,7,17667,18979
25879,4675,731,1,-1849,14502
8370,13238,717,6,9606,20666
13551,24213,828,10,8772,22851
15553,22733,745,14,15244,22574
7918,-11097,710,12,309,-9152
14291,22550,727,12,14602,22729
29322,5304,739,3,-9747,-821
-450,23170,713,13,-8227,10234
26543,-2891,704,9,9018,-14292
26879,4114,710,3,-6412,7735
10063,22187,825,5,10076,635
-3164,12966,826,4,1628,-4448
26877,12573,726,0,292,4089
19144,22788,843,13,9452,5777
12681,-9177,703,9,-7109,2842
8634,-12853,824,1,-2708,-8550
16912,23042,849,5,7268,16948
15925,24667,847,11,-1611,13812
13102,22855,849,4,9241,21051
11055,26267,829,7,2912,-12192
16201,22602,746,12,16201,22602
27861,8348,735,2,-3464,14868
27286,2791,725,3,-6275,13581
25543,8080,735,3,7332,2931
14305,21947,725,9,15277,22593
17467,24196,835,12,480,16759
24533,-1248,847,0,-707,12213
5420,18048,849,8,2830,11759
10859,26172,840,9,-5517,-5711
27998,12769,729,0,-9738,691
5260,5734,828,1,3678,10406
15783,24034,847,9,3514,17481
20192,-8021,711,5,-443,-8676
15005,25131,826,14,3295,-6379
20984,20268,830,14,19613,18684
13791,22293,720,12,14107,22500
21153,22842,842,15,6744,22930
13396,26224,833,12,6236,-14387
-8713,-875,721,14,-8713,-875
9131,26123,742,15,-1657,20924
5966,-2179,740,9,-1564,9209
5076,21706,706,15,1389,14011
13959,22039,728,5,14886,22654
8300,295,747,4,4822,20581
13272,13148,833,2,14199,18687
27054,14318,705,0,8668,-12775
12462,26013,840,9,-8279,3703
28778,5040,706,10,6525,-14329
11373,21887,845,10,6472,16628
14807,25268,825,14,3628,-6522
28818,5765,722,4,1328,-12065
3394,151,846,2,6516,22181
20225,20739,832,8,19762,20644
26275,9319,733,1,4360,3687
7676,23181,830,6,-379,13317
22288,20125,846,10,22005,19973
21680,-1794,719,6,-3853,8348
17515,-1036,726,8,1523,18403
22012,16849,838,2,21796,17495
-167,5073,745,9,-78,16596
13710,24832,824,11,-1052,10269
8481,22628,849,10,1285,13719
20302,23503,845,15,-6379,7272
-2989,-7531,715,14,-2989,-7531
12389,-8571,825,1,3885,-6752
15798,24530,834,12,-980,4878
17738,1127,740,3,4095,18566
15344,22630,737,12,15344,22630
27437,-1890,727,6,-11721,2452
9142,19905,717,12,9606,20666
19537,23890,842,13,-4052,341
27247,-3167,735,10,-11310,238
1027,6973,708,13,11776,-875
537,4344,724,11,-650,15135
-6985,4557,745,7,-6034,13902
18461,3220,708,5,10880,3179
-6257,-6697,731,14,-6257,-6697
-2688,7864,725,14,-2688,7864
27520,11583,735,0,-3042,6237
4013,15011,721,15,8346,5100
7941,2731,740,6,4095,18566
28831,4444,718,4,-3712,-10266
10184,17399,726,8,13245,22340
8240,-13725,845,1,-4292,-8438
20023,23660,843,15,-5307,-937
-1172,8475,742,12,-1172,8475
1589,11976,732,9,4711,20686
4542,25384,747,13,-7347,11585
1007,23528,725,13,-7125,11497
29124,890,844,0,-7005,-1283
9707,25401,827,5,3484,-8185
6839,14252,848,8,7130,8543
10875,-3902,844,2,2915,18837
1385,-11288,703,14,1385,-11288
3346,-6260,739,9,-5726,9398
26950,7735,735,2,-851,16147
19025,19789,840,2,20351,20504
27588,13256,706,2,6525,-14329
28837,3087,733,8,-11343,3108
27237,9128,744,2,-1186,12772
16966,24021,842,5,5769,20361
14186,-5742,835,2,480,16759
9003,19804,716,12,9456,20570
21480,17543,829,3,21480,17543
-2120,-1274,743,5,-5182,11934
18597,-7833,719,6,-6209,15987
12155,21799,736,14,11686,21340
26910,-3168,742,10,-10455,2075
13221,9731,726,10,9493,17215
18540,24177,830,13,352,-873
9634,25863,824,11,5360,-10286
28555,2899,726,4,-8679,-3094
28649,6768,705,4,8086,-14297
-1540,1848,747,4,5827,24370
20303,20980,843,10,19422,20706
17280,22959,746,13,16201,22602
20691,-1503,829,2,1840,7335
17454,24051,849,5,4665,20817
13495,23581,830,11,4231,7279
8310,13489,849,3,8310,13489
10762,8445,844,2,11084,18636
13517,23220,714,13,12046,22367
9968,21616,831,11,13984,206
21025,22916,844,15,6707,22228
-12791,9131,708,13,6207,-14911
-382,22743,843,10,-7171,-3035
17359,456,727,9,5255,3430
19804,-1814,735,4,-1826,12310
21018,-5866,730,8,-2416,20705
28114,3341,711,10,-395,-9845
-465,-7682,735,7,-7193,2263
10355,13457,741,3,12387,21527
6747,21386,834,10,1152,10824
13325,22451,847,11,9512,3488
12172,9210,729,0,13637,22873
7932,20162,734,14,7203,18930
13338,24802,830,7,-313,2524
-267,-6892,837,1,-6794,2776
-9655,6149,718,14,-9655,6149
26255,5886,711,3,-2152,4102
28711,9068,711,3,2519,-13038
13746,22422,848,10,9429,19597
12937,2140,722,3,6474,21162
27177,5555,706,3,-5270,2914
15507,21383,839,10,13073,19461
1067,10548,825,1,1813,15618
23643,-3543,720,6,-7650,8048
28788,7117,733,1,-9705,7064
15700,-6354,706,7,2597,-4651
11550,24854,748,15,4823,21659
19276,22981,849,13,9515,2813
27927,10183,725,0,-4785,17374
-1786,-11183,744,11,-10723,3998
27177,-1948,731,10,-11234,6168
-487,12322,712,14,-487,12322
25029,6824,720,4,7835,848
2225,18307,730,14,2225,18307
14434,25613,824,14,5360,-10286
9881,24029,832,10,2229,19082
20210,-3561,708,9,2630,-3987
12640,22366,740,7,13323,22775
27147,365,741,8,-8370,6215
29132,6358,730,3,-10587,1422
5777,18380,737,15,7972,6386
12008,25157,835,5,-1167,-1722
12365,21116,742,13,10748,17725
3543,-5423,734,9,-5097,9186
16760,24194,827,9,8512,22766
20491,-8710,705,7,4593,-11885
28426,8682,708,3,1591,-10716
23303,-7345,715,7,8402,-13456
28404,11955,744,0,-9905,5144
24831,8792,728,0,4956,18360
6201,19974,739,12,6201,19974
-8166,5469,739,12,-8166,5469
29155,7003,727,3,-9463,-2707
18251,624,711,11,9666,256
16409,22994,727,15,15457,22578
28992,6468,730,3,-9927,1660
6101,-8718,838,1,-2617,-2524
-936,19864,719,15,-1830,1229
21766,20322,828,6,21429,20171
20640,1131,714,8,-314,13081
27358,-950,733,10,-10370,4462
21868,-4785,713,6,-7519,10214
22742,7264,722,2,6127,18729
13120,22522,842,5,7672,5094
28778,9102,705,3,2848,-14475
25631,-4530,741,6,-9927,3193
25601,4000,721,3,-2959,10756
6967,24193,834,10,-2827,14896
18230,23884,834,14,3754,18434
19068,23020,839,13,7766,6130
12872,25311,846,9,-4422,4470
9549,25539,832,9,-303,-6415
792,1139,729,11,-2169,13585
13420,26127,844,7,-4052,-7462
14792,15851,711,1,14058,19979
10668,10408,725,2,13194,22832
29304,2170,837,0,-2663,-6125
17175,21893,831,5,12111,17568
20380,22939,836,15,6521,18381
15826,22077,740,9,16434,22432
27410,6162,727,1,-5168,9868
18345,23212,848,12,5740,16771
12464,26142,835,7,-2044,-9341
13443,13704,838,2,14717,18945
26518,-763,727,8,-8487,13348
14638,-11518,719,11,-5888,-4777
10347,25986,828,11,3642,-10774
17318,22795,831,11,10533,18938
26738,8329,726,1,292,4089
19672,19816,825,0,20615,20562
14950,25280,843,7,-5216,5041
9704,5380,841,3,9704,5380
17323,17953,704,6,16616,18927
20092,-9481,710,5,-2455,-9390
27817,-1950,745,6,-8936,-3749
746,25744,733,15,-12516,7514
-14238,8778,704,15,12432,-15501
11947,12463,713,0,13247,22500
27251,-726,825,2,1471,-6688
17206,22909,826,12,8602,16126
14199,18687,833,3,14199,18687
16289,22298,842,14,12046,5906
25614,9009,713,2,701,13209
6107,24127,748,13,-2480,13184
27917,7320,720,3,-2470,-1212
20316,20866,824,10,19761,20588
5584,9365,722,10,7756,21500
28843,4315,711,10,2742,-13757
29162,8679,717,3,-1242,-13541
13945,-13512,738,11,-2107,-10092
10585,-9934,831,1,1013,-6712
21237,22118,847,15,10966,18844
17027,24532,839,14,-1811,4496
29907,4467,828,0,7934,-12959
7890,14448,833,1,8535,16969
18272,18607,743,11,18184,18886
23014,20508,849,15,21132,20098
